Row56|1|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/966f8ba9-0799-487f-ab26-166d47089edd.jpg?width=500&amp;sharp=1|maiBeck|https://guide.michelin.com//de/de/nordrhein-westfalen/koln/restaurant/maibeck|Köln|Moderne Küche, Moderne Küche|50.9403502|6.9617559
Row57|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/cd726394-1793-418f-bbc0-89218442d2e9.jpg?width=500&amp;sharp=1|LammButtRind|https://guide.michelin.com//de/de/schleswig-holstein/alt-duvenstedt/restaurant/lammbuttrind|Alt Duvenstedt|Marktküche|54.3808244|9.6770282
Row58|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/cdfa8dfd-fd4e-4b1d-a436-7595b5d42917.jpg?width=500&amp;sharp=1|Borst|https://guide.michelin.com//de/de/rheinland-pfalz/massweiler/restaurant/borst|Maßweiler|Französisch-klassisch|49.2711435|7.5275618
Row59|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/b9685327-98b8-4209-bd38-78b281594c70.jpg?width=500&amp;sharp=1|Landhaus Zum Rössle|https://guide.michelin.com//de/de/baden-wurttemberg/de-schwbisch-hall/restaurant/landhaus-zum-rossle|Schwäbisch Hall|Marktküche, Marktküche|49.1377903|9.7855218
Row60|1|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/c0fc73d7-d5fd-4995-95ad-aff44a8bc40e.jpg?width=500&amp;sharp=1|Le Canard|https://guide.michelin.com//de/de/hamburg-region/hamburg/restaurant/le-canard-nouveau|Hamburg|International, International|53.5455405|9.9140737
Row61|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/7fc3086d-8a71-41f8-be50-149f264f4036.jpg?width=500&amp;sharp=1|Fallert|https://guide.michelin.com//de/de/baden-wurttemberg/sasbachwalden/restaurant/fallert|Sasbachwalden|Französisch-klassisch|48.617736|8.125829
Row62|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/55c9f182-07af-43a1-85fd-a23a3e9c6765.jpg?width=500&amp;sharp=1|Strandhaus|https://guide.michelin.com//de/de/nordrhein-westfalen/bonn/restaurant/strandhaus|Bonn|Marktküche|50.7422977|7.0915618
Row63|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/3e958548-2f6f-438b-a67f-d69ef0d09c68.JPG?width=500&amp;sharp=1|Ebert|https://guide.michelin.com//de/de/bayern/mnchen/restaurant/ebert|München|Klassische Küche, Klassische Küche|48.1240793|11.587595
Row64|0|https://static.pxlecdn.com/photos/341778042/original/4a8d56cc2f1852117893.jpg|Weinstube Bach-Mayer|https://guide.michelin.com//de/de/rheinland-pfalz/bad-drkheim/restaurant/weinstube-bach-mayer|Bad Dürkheim|Regional, Regional|49.4614123|8.1648425
Row65|1|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/98adde66-341a-4975-9c71-5c52b9485c0f.jpg?width=500&amp;sharp=1|Traube|https://guide.michelin.com//de/de/baden-wurttemberg/blansingen/restaurant/traube1181496|Blansingen|Moderne Küche, Moderne Küche|47.6909385|7.5398759
Row66|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a12f34b5-4ff5-4a8b-a7a0-64ca18d43ec8.jpg?width=500&amp;sharp=1|Ochsen|https://guide.michelin.com//de/de/baden-wurttemberg/mllheim/restaurant/ochsen|Müllheim|Regional|47.7726941|7.6434311
Row67|1|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/109b3688-0b0b-48dc-bc63-5204a7541a72.jpg?width=500&amp;sharp=1|BODENDORF'S|https://guide.michelin.com//de/de/schleswig-holstein/tinnum/restaurant/bodendorf-s|Tinnum|Französisch-modern, Französisch-modern|54.9010855|8.3328345
Row68|1|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/a35fb397-7653-4725-b4f8-a004c011f1fe.jpg?width=500&amp;sharp=1|Johanns|https://guide.michelin.com//de/de/bayern/waldkirchen/restaurant/johanns|Waldkirchen|Moderne Küche, Moderne Küche|48.729862|13.6007906
Row69|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/5720109c-86fe-4701-bc6f-f643c757cd12.jpg?width=500&amp;sharp=1|Das Esszimmer|https://guide.michelin.com//de/de/rheinland-pfalz/neustadt-an-der-weinstrasse/restaurant/das-esszimmer|Neustadt an der Weinstraße|Mediterran|49.3550592|8.13814
Row70|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/eebd66f1-615c-41e1-a466-64b9c28d7f5c.jpg?width=500&amp;sharp=1|Landhotel Zum Erbgericht|https://guide.michelin.com//de/de/sachsen/heeselicht/restaurant/landhotel-zum-erbgericht|Heeselicht|Marktküche, Marktküche|51.0079656|14.0904019
Row71|0|https://static.pxlecdn.com/photos/338831857/original/36e1f733c8d9c8b3409e.jpg|Dorfkrug|https://guide.michelin.com//de/de/hamburg-region/hamburg/restaurant/dorfkrug|Hamburg|Marktküche|53.6497596|10.1677028
Row72|0|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/02d412a4-0fe0-458b-8a89-6a4a6f023dd3.jpg?width=500&amp;sharp=1|Schaarschmidt's|https://guide.michelin.com//de/de/sachsen/leipzig-gohlis/restaurant/schaarschmidt-s|Leipzig - Gohlis|Bürgerliche Küche|51.3667341|12.3771544
Row73|0|https://d3h1lg3ksw6i6b.cloudfront.net/guide/placeholder/pic_poilist_default_6.jpg|Büschker's Stuben|https://guide.michelin.com//de/de/nordrhein-westfalen/vreden/restaurant/buschker-s-stuben|Vreden|Traditionelle Küche, Traditionelle Küche|52.080968|6.7923156
Row74|0|https://static.pxlecdn.com/photos/344775840/original/970281e25b15d86ac293.jpg|Burg Gleiberg|https://guide.michelin.com//de/de/hessen/wettenberg/restaurant/burg-gleiberg|Wettenberg|Klassische Küche, Klassische Küche|50.6149266|8.6349951
Row75|1|https://axwwgrkdco.cloudimg.io/v7/mtp-cf-images.s3-eu-west-1.amazonaws.com/images/max/71ab4438-a375-43a3-a949-769195ce4f4c.jpg?width=500&amp;sharp=1|JUWEL|https://guide.michelin.com//de/de/sachsen/schirgiswalde-kirschau/restaurant/juwel|Schirgiswalde-Kirschau|Französisch-modern, Französisch-modern|51.0963156|14.4297195
